,AP,Nationality_codes,Gender_codes,Discipline_codes,experience_dive,experience_discipline,Points
1082,0.039755840937514386,-0.5915390643815261,0.7485672628484212,0.38822813144828233,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1086,0.4655161176080841,-0.5915390643815261,0.7485672628484212,1.2990321035432058,-0.40757906918912506,-0.4195199544315295,-1.645287976356245
1087,0.08233186860457135,-0.5915390643815261,0.7485672628484212,-1.4333798127415645,-0.3448136527037031,-0.2798221059966489,-1.645287976356245
1119,0.7635483112774829,-0.4596819332526438,0.7485672628484212,1.2990321035432058,-0.5958753186453908,-0.4195199544315295,-1.645287976356245
1120,1.1467325602809957,-0.4596819332526438,0.7485672628484212,1.2990321035432058,-0.5331099021599689,-0.2798221059966489,-1.645287976356245
1144,0.039755840937514386,-0.9541461749859526,0.7485672628484212,1.2990321035432058,-0.21928281973285932,-0.0004264091268878232,-1.645287976356245
1147,0.508092145275141,-0.9541461749859526,0.7485672628484212,1.2990321035432058,-0.030986570276593572,0.2789692877428733,-1.645287976356245
1157,-0.5988845740683402,-0.4596819332526438,0.7485672628484212,1.2990321035432058,-0.5958753186453908,-0.4195199544315295,-1.645287976356245
1159,-0.3860044357330553,-0.4596819332526438,0.7485672628484212,1.2990321035432058,-0.47034448567454695,-0.14012425756176838,-1.645287976356245
1184,0.6783962559433689,1.1885322058583854,0.7485672628484212,-0.522575840646641,-0.09375198676201549,0.13927143930799274,-1.645287976356245
1185,-1.0246448507389099,-0.0641105398659968,0.7485672628484212,1.2990321035432058,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1190,-0.3860044357330553,1.221496488640606,0.7485672628484212,-0.522575840646641,-0.5958753186453908,-0.5592178028664101,-1.645287976356245
1215,1.2318846156151095,1.221496488640606,0.7485672628484212,-1.4333798127415645,0.5339021780922036,0.5583649846126344,-1.645287976356245
1220,2.7220455839621036,1.221496488640606,0.7485672628484212,-0.522575840646641,0.8477292605193132,0.8377606814823956,-1.645287976356245
1222,0.9764284496127678,1.221496488640606,0.7485672628484212,-1.4333798127415645,0.973260093490157,0.8377606814823956,-1.645287976356245
1230,3.105229832965616,1.221496488640606,0.7485672628484212,-0.522575840646641,1.4753834253735323,1.5362499236567984,-1.645287976356245
1237,1.7002209199527363,1.221496488640606,0.7485672628484212,-1.4333798127415645,1.9147413407714857,1.6759477720916791,-1.645287976356245
1241,1.7853729752868501,1.221496488640606,0.7485672628484212,-1.4333798127415645,2.1658030067131735,2.0950413173963205,-1.645287976356245
1246,1.8279490029539072,1.221496488640606,0.7485672628484212,-1.4333798127415645,2.479630089140283,2.374437014266082,-1.645287976356245
1249,1.742796947619793,1.221496488640606,0.7485672628484212,-1.4333798127415645,2.6679263385965486,2.5141348627009625,-1.645287976356245
1252,2.7220455839621036,1.221496488640606,0.7485672628484212,1.2990321035432058,2.8562225880528143,0.8377606814823956,-1.645287976356245
1270,2.6794695562950466,1.221496488640606,0.7485672628484212,1.2990321035432058,3.9860000847904087,1.8156456205265596,-1.645287976356245
1272,2.8497736669632743,1.221496488640606,0.7485672628484212,1.2990321035432058,4.111530917761253,1.9553434689614402,-1.645287976356245
1277,1.5299168092845083,1.221496488640606,0.7485672628484212,-1.4333798127415645,4.425358000188362,3.7714154986148873,-1.645287976356245
1295,1.5724928369515654,1.221496488640606,0.7485672628484212,-1.4333798127415645,5.555135496925956,4.46990474078929,-1.645287976356245
1310,1.6150688646186222,1.221496488640606,0.7485672628484212,-1.4333798127415645,6.4966167442072855,4.6096025892241705,-1.645287976356245
1313,1.6150688646186222,1.221496488640606,0.7485672628484212,-1.4333798127415645,6.684912993663551,4.888998286093932,-1.645287976356245
1318,1.742796947619793,-1.8441818101059082,0.7485672628484212,-1.4333798127415645,6.998740076090661,5.028696134528812,-1.645287976356245
1319,2.083405168956249,-1.8441818101059082,0.7485672628484212,-1.4333798127415645,7.0615054925760825,5.168393982963693,-1.645287976356245
1324,2.083405168956249,-1.8441818101059082,0.7485672628484212,-1.4333798127415645,7.375332575003192,5.587487528268334,-1.645287976356245
1325,1.955677085955078,-1.8441818101059082,0.7485672628484212,-1.4333798127415645,7.438097991488614,5.727185376703216,-1.645287976356245
1336,0.8061243389445398,-0.5915390643815261,0.7485672628484212,0.38822813144828233,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1376,2.21113325195742,-0.6904319127281878,0.7485672628484212,-0.522575840646641,1.0360255099755789,2.653832711135843,-1.645287976356245
1394,-0.25827635273188443,0.5951751157784149,0.7485672628484212,-1.4333798127415645,-0.1565174032474374,-0.14012425756176838,-1.645287976356245
1396,0.3377880346069132,0.5951751157784149,0.7485672628484212,-0.522575840646641,-0.030986570276593572,-0.14012425756176838,-1.645287976356245
1397,0.4655161176080841,-0.8222890438570702,0.7485672628484212,1.2990321035432058,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1400,0.12490789627162832,-0.8222890438570702,0.7485672628484212,-1.4333798127415645,-0.47034448567454695,-0.4195199544315295,-1.645287976356245
1404,1.2318846156151095,-0.8222890438570702,0.7485672628484212,-0.522575840646641,-0.21928281973285932,-0.5592178028664101,-1.645287976356245
1417,-1.0246448507389099,1.6170678820272528,0.7485672628484212,-1.4333798127415645,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1429,-0.811764712403625,1.4192821853339295,0.7485672628484212,-0.522575840646641,-0.5958753186453908,-0.5592178028664101,-1.645287976356245
1443,-0.045396214396599556,-1.4486104167192613,0.7485672628484212,-1.4333798127415645,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1462,1.1041565326139386,1.5841035992450323,-1.335885296659696,0.38822813144828233,-0.21928281973285932,-0.14012425756176838,-1.645287976356245
1499,1.742796947619793,-0.5915390643815261,-1.335885296659696,0.38822813144828233,1.0360255099755789,-0.14012425756176838,-1.645287976356245
1529,-0.0028201867295425827,-0.5585747815993055,-1.335885296659696,-0.522575840646641,-0.5331099021599689,-0.4195199544315295,-1.645287976356245
1582,-1.2375249890741946,1.7489250131561351,0.7485672628484212,-1.4333798127415645,-0.5331099021599689,-0.5592178028664101,-1.645287976356245
1593,-0.17312429739777047,1.4192821853339295,-1.335885296659696,-0.522575840646641,-0.3448136527037031,-0.5592178028664101,-1.645287976356245
1609,-0.5988845740683402,1.7159607303739146,-1.335885296659696,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1637,0.550668172942198,1.7159607303739146,-1.335885296659696,-0.522575840646641,1.0987909264610007,1.8156456205265596,-1.645287976356245
1674,0.8061243389445398,-1.613431830630364,-1.335885296659696,-1.4333798127415645,0.6594330110630474,0.41866713617775386,-1.645287976356245
1675,0.8061243389445398,-1.613431830630364,-1.335885296659696,-1.4333798127415645,0.7221984275484694,0.5583649846126344,-1.645287976356245
1687,0.593244200609255,-1.613431830630364,-1.335885296659696,-1.4333798127415645,1.4753834253735323,1.2568542267870373,-1.645287976356245
1697,-0.811764712403625,1.7159607303739146,-1.335885296659696,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-0.34420128796146826
1710,0.25263597927279924,1.7159607303739146,-1.335885296659696,1.2990321035432058,0.15730967917967217,0.5583649846126344,-1.645287976356245
1713,0.3803640622739701,1.7159607303739146,-1.335885296659696,1.2990321035432058,0.3456059286359379,0.9774585299172761,-1.645287976356245
1730,0.3803640622739701,-0.3937533676882026,0.7485672628484212,0.38822813144828233,0.22007509566509406,-0.5592178028664101,-1.645287976356245
1753,1.2318846156151095,-0.16300338821265856,0.7485672628484212,1.2990321035432058,-0.5331099021599689,-0.2798221059966489,-1.645287976356245
1757,1.5299168092845083,-0.16300338821265856,0.7485672628484212,1.2990321035432058,-0.28204823621828123,-0.0004264091268878232,-1.645287976356245
1779,-0.17312429739777047,-0.32782480212376147,-1.335885296659696,0.38822813144828233,-0.5958753186453908,-0.5592178028664101,-1.645287976356245
1823,-0.13054826973071348,0.4303537018673119,0.7485672628484212,-0.522575840646641,-0.09375198676201549,-0.5592178028664101,-1.645287976356245
1825,-0.17312429739777047,0.4303537018673119,0.7485672628484212,-1.4333798127415645,0.031778846208828336,0.2789692877428733,-1.645287976356245
1845,-0.7266126570695111,1.221496488640606,-1.335885296659696,-1.4333798127415645,-0.28204823621828123,-0.4195199544315295,-1.645287976356245
1850,-0.3860044357330553,-1.8441818101059082,-1.335885296659696,-1.4333798127415645,0.031778846208828336,-0.0004264091268878232,-1.645287976356245
1866,-0.896916767737739,1.221496488640606,-1.335885296659696,1.2990321035432058,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1885,-1.0246448507389099,1.6500321648094736,0.7485672628484212,0.38822813144828233,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1894,0.2952120069398562,1.221496488640606,0.7485672628484212,0.38822813144828233,-0.5958753186453908,-0.5592178028664101,-1.645287976356245
1901,0.3377880346069132,1.3863179025517087,0.7485672628484212,-1.4333798127415645,-0.40757906918912506,-0.14012425756176838,-1.645287976356245
1935,-1.0246448507389099,-1.0200747405503936,0.7485672628484212,0.38822813144828233,-0.47034448567454695,-0.14012425756176838,-1.645287976356245
1963,-0.5563085464012832,-1.0200747405503936,0.7485672628484212,1.2990321035432058,1.2243217594318447,-0.2798221059966489,-1.645287976356245
1988,-0.25827635273188443,-0.03114625708377622,0.7485672628484212,1.2990321035432058,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
1993,-0.30085238039894135,-1.2178604372437172,-1.335885296659696,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2002,0.25263597927279924,-0.03114625708377622,0.7485672628484212,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2003,-0.811764712403625,-0.03114625708377622,0.7485672628484212,-0.522575840646641,-0.5958753186453908,-0.4195199544315295,-1.645287976356245
2058,0.7209722836104259,-0.49264621603486436,0.7485672628484212,-0.522575840646641,-0.3448136527037031,-0.14012425756176838,-1.645287976356245
2071,0.3803640622739701,-1.5804675478481436,0.7485672628484212,1.2990321035432058,-0.40757906918912506,-0.4195199544315295,-1.645287976356245
2073,0.6783962559433689,-1.5804675478481436,0.7485672628484212,1.2990321035432058,-0.28204823621828123,-0.14012425756176838,-1.645287976356245
2075,-1.1523729337400808,-0.9541461749859526,0.7485672628484212,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2079,-1.1523729337400808,-0.9541461749859526,0.7485672628484212,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2080,-1.2375249890741946,-0.4596819332526438,0.7485672628484212,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2094,-0.30085238039894135,1.2874250542050472,0.7485672628484212,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2097,-0.13054826973071348,1.2874250542050472,0.7485672628484212,-1.4333798127415645,-0.47034448567454695,-0.5592178028664101,-1.645287976356245
2099,-0.08797224206365652,1.2874250542050472,0.7485672628484212,-1.4333798127415645,-0.3448136527037031,-0.4195199544315295,-1.645287976356245
2107,-1.0246448507389099,-0.32782480212376147,0.7485672628484212,1.2990321035432058,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2113,-0.5988845740683402,-1.0530390233326143,0.7485672628484212,0.38822813144828233,-0.40757906918912506,-0.4195199544315295,-1.645287976356245
2116,-0.3860044357330553,-0.6904319127281878,0.7485672628484212,1.2990321035432058,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2121,0.12490789627162832,-1.9101103756703495,0.7485672628484212,-1.4333798127415645,-0.5958753186453908,-0.4195199544315295,-1.645287976356245
2146,-0.5988845740683402,0.4633179846495325,0.7485672628484212,-1.4333798127415645,-0.5331099021599689,-0.2798221059966489,-1.645287976356245
2151,-0.17312429739777047,-1.2837890028081584,0.7485672628484212,-0.522575840646641,-0.40757906918912506,-0.0004264091268878232,-1.645287976356245
2152,0.9338524219457107,1.7159607303739146,0.7485672628484212,-0.522575840646641,-0.6586407351308127,-0.5592178028664101,-1.645287976356245
2160,0.593244200609255,1.221496488640606,0.7485672628484212,-1.4333798127415645,-0.3448136527037031,-0.5592178028664101,-1.645287976356245
2175,2.168557224290363,1.221496488640606,0.7485672628484212,-0.522575840646641,0.5966675945776255,1.1171563783521568,-1.645287976356245
