,Name,Nationality,Nationality_codes,Gender,Gender_codes,Discipline,Discipline_codes,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Year,month,experience_dive,experience_discipline
0,Abdelatif Alouach,FRA,31,M,1,CNF,0,72.0,72.0,YELLOW,67.0,Other,NICE ABYSS CONTEST 2019,Depth Competition,2019-06-22,2019,6,1,1
1,Abdelatif Alouach,FRA,31,M,1,CWT,1,95.0,95.0,WHITE,95.0,Ok,NICE ABYSS CONTEST 2019,Depth Competition,2019-06-23,2019,6,2,1
2,Abdelatif Alouach,FRA,31,M,1,CNF,0,83.0,83.0,WHITE,83.0,Ok,AIDA Depth World Championship 2019,World Championship,2019-09-09,2019,9,3,2
3,Abdelatif Alouach,FRA,31,M,1,FIM,3,111.0,111.0,WHITE,111.0,Ok,AIDA Depth World Championship 2019,World Championship,2019-09-11,2019,9,4,1
4,Abdelatif Alouach,FRA,31,M,1,CWT,1,110.0,110.0,WHITE,110.0,Ok,AIDA Depth World Championship 2019,World Championship,2019-09-13,2019,9,5,2
5,Abdelatif Alouach,FRA,31,M,1,CNF,0,70.0,70.0,WHITE,70.0,Ok,NAC AIDA 2021,Depth Competition,2021-06-19,2021,6,6,3
6,Abdelatif Alouach,FRA,31,M,1,CWTB,2,105.0,105.0,WHITE,105.0,Ok,NAC AIDA 2021,Depth Competition,2021-06-20,2021,6,7,1
7,Abdelatif Alouach,FRA,31,M,1,CWTB,2,111.0,111.0,WHITE,111.0,Ok,Depth World Championship,Depth Competition,2021-09-23,2021,9,8,2
8,Abdelatif Alouach,FRA,31,M,1,FIM,3,111.0,111.0,WHITE,111.0,Ok,Depth World Championship,Depth Competition,2021-09-25,2021,9,9,2
9,Abdelatif Alouach,FRA,31,M,1,CNF,0,78.0,78.0,WHITE,78.0,Ok,Depth World Championship,Depth Competition,2021-09-27,2021,9,10,4
10,Abdelatif Alouach,FRA,31,M,1,CWT,1,109.0,109.0,WHITE,109.0,Ok,Depth World Championship,Depth Competition,2021-09-29,2021,9,11,3
11,Abdelatif Alouach,FRA,31,M,1,CNF,0,65.0,65.0,WHITE,65.0,Ok,AIDA NICE ABYSS CONTEST 2022,Depth Competition,2022-06-25,2022,6,12,5
12,Abdelatif Alouach,FRA,31,M,1,CWTB,2,111.0,111.0,WHITE,111.0,Ok,Depth World Championship,Depth Competition,2022-08-18,2022,8,13,3
13,Abdelatif Alouach,FRA,31,M,1,FIM,3,109.0,109.0,WHITE,109.0,Ok,Depth World Championship,Depth Competition,2022-08-20,2022,8,14,3
14,Abdelatif Alouach,FRA,31,M,1,CNF,0,82.0,82.0,WHITE,82.0,Ok,Depth World Championship,Depth Competition,2022-08-22,2022,8,15,6
15,Abdelatif Alouach,FRA,31,M,1,CWT,1,116.0,116.0,WHITE,116.0,Ok,Depth World Championship,Depth Competition,2022-08-24,2022,8,16,4
16,Abdelatif Alouach,FRA,31,M,1,FIM,3,100.0,100.0,WHITE,100.0,Ok,AIDA Cormorant Challenge,Depth Competition,2022-09-11,2022,9,17,4
17,Abdelatif Alouach,FRA,31,M,1,FIM,3,101.0,101.0,WHITE,101.0,Ok,The AIDA Cormorant Depth Challenge,Depth Competition,2023-07-19,2023,7,18,5
18,Abdelatif Alouach,FRA,31,M,1,CNF,0,70.0,70.0,WHITE,70.0,Ok,The AIDA Cormorant Depth Challenge,Depth Competition,2023-07-20,2023,7,19,7
19,Abdelatif Alouach,FRA,31,M,1,CWT,1,110.0,110.0,WHITE,110.0,Ok,Depth World Championship,Depth Competition,2023-09-16,2023,9,20,5
20,Abdelatif Alouach,FRA,31,M,1,CNF,0,86.0,86.0,RED,0.0,Dqpull,Depth World Championship,Depth Competition,2023-09-22,2023,9,21,8
21,Abdelatif Alouach,FRA,31,M,1,CWTB,2,116.0,116.0,WHITE,116.0,Ok,Depth World Championship,Depth Competition,2023-09-24,2023,9,22,4
22,Abdelatif Alouach,FRA,31,M,1,FIM,3,116.0,116.0,WHITE,116.0,Ok,Depth World Championship,Depth Competition,2023-09-27,2023,9,23,6
23,Abdelatif Alouach,FRA,31,M,1,CWT,1,116.0,116.0,WHITE,116.0,Ok,Depth World Championship,Depth Competition,2023-09-29,2023,9,24,6
24,Abdelatif Alouach,FRA,31,M,1,CNF,0,70.0,70.0,WHITE,70.0,Ok,Depth World Championship,Depth Competition,2024-07-27,2024,7,25,9
25,Abdelatif Alouach,FRA,31,M,1,CWTB,2,100.0,100.0,WHITE,100.0,Ok,Depth World Championship,Depth Competition,2024-07-28,2024,7,26,5
26,Abdelatif Alouach,FRA,31,M,1,FIM,3,100.0,100.0,WHITE,100.0,Ok,Depth World Championship,Depth Competition,2024-08-18,2024,8,27,7
27,Abdelatif Alouach,FRA,31,M,1,CNF,0,72.0,72.0,WHITE,72.0,Ok,Depth World Championship,Depth Competition,2024-09-07,2024,9,28,10
28,Abdelatif Alouach,FRA,31,M,1,CWTB,2,103.0,0.0,RED,0.0,"No tag,dqsp",Depth World Championship,Depth Competition,2024-09-10,2024,9,29,6
29,Abdelatif Alouach,FRA,31,M,1,FIM,3,111.0,111.0,WHITE,111.0,Ok,Depth World Championship,Depth Competition,2024-09-15,2024,9,30,8
30,Abdelrahman Farahat,EGY,27,M,1,CWTB,2,33.0,33.0,WHITE,33.0,Ok,Apnea Pirates AIDA Cup - October 2023,Mixed Competition,2023-10-07,2023,10,1,1
31,Abdelrahman Farahat,EGY,27,M,1,FIM,3,33.0,33.0,RED,0.0,"Dqairways,dqbo-surface",Apnea Pirates AIDA Cup - October 2023,Mixed Competition,2023-10-07,2023,10,2,1
32,Abdelrahman Farahat,EGY,27,M,1,CWT,1,33.0,33.0,RED,0.0,Dqbo-surface,Apnea Pirates AIDA Cup - June 2024,Mixed Competition,2024-06-08,2024,6,3,1
33,Abdelrahman Farahat,EGY,27,M,1,FIM,3,33.0,33.0,WHITE,33.0,Ok,Apnea Pirates AIDA Cup - June 2024,Mixed Competition,2024-06-09,2024,6,4,2
34,Abdelrahman Farahat,EGY,27,M,1,CNF,0,17.0,17.0,WHITE,17.0,Ok,Apnea Pirates AIDA Cup - June 2024,Mixed Competition,2024-06-09,2024,6,5,1
35,Abdelrahman Talat,EGY,27,M,1,FIM,3,42.0,42.0,WHITE,42.0,Ok,AIDA Dahab Championship  2nd,Depth Competition,2019-09-02,2019,9,1,1
36,Abdullah Al Omran,KUW,53,M,1,CWTB,2,50.0,50.0,WHITE,50.0,Ok,AIDA Dahab Championship  2nd,Depth Competition,2019-09-02,2019,9,1,1
37,Abdullah Al Omran,KUW,53,M,1,FIM,3,67.0,67.0,WHITE,67.0,Ok,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-02,2022,8,2,1
38,Abdullah Al Omran,KUW,53,M,1,CWTB,2,64.0,64.0,WHITE,64.0,Ok,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-03,2022,8,3,2
39,Abdullah Al Omran,KUW,53,M,1,CWT,1,66.0,66.0,RED,0.0,Dqsp,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-05,2022,8,4,1
40,Abdullah Al Omran,KUW,53,M,1,CWT,1,66.0,66.0,WHITE,66.0,Ok,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-06,2022,8,5,2
41,Abdullah Al Omran,KUW,53,M,1,FIM,3,71.0,71.0,RED,0.0,Dqairways,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-08,2022,8,6,2
42,Abdullah Al Omran,KUW,53,M,1,FIM,3,70.0,70.0,RED,0.0,Dqbo-uw,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-09,2022,8,7,3
43,Abdulrahman Alrashidi,KUW,53,M,1,FIM,3,60.0,51.0,YELLOW,41.0,"No tag,rp<ap",AIDA Depth World Championship 2019,World Championship,2019-09-11,2019,9,1,1
44,Abdulrahman Alrashidi,KUW,53,M,1,CWT,1,60.0,60.0,RED,0.0,Dqother,AIDA Depth World Championship 2019,World Championship,2019-09-13,2019,9,2,1
45,Abril Alessandra Espana Vazquez,MEX,62,F,0,CWT,1,50.0,50.0,WHITE,50.0,Ok,AIDA XIBALBA 2024,Depth Competition,2024-04-18,2024,4,1,1
46,Abril Alessandra Espana Vazquez,MEX,62,F,0,CNF,0,32.0,32.0,WHITE,32.0,Ok,AIDA XIBALBA 2024,Depth Competition,2024-04-20,2024,4,2,1
47,Abril Alessandra Espana Vazquez,MEX,62,F,0,FIM,3,45.0,45.0,WHITE,45.0,Ok,AIDA XIBALBA 2024,Depth Competition,2024-04-21,2024,4,3,1
48,Adam De La Mare,GBR,32,M,1,FIM,3,70.0,70.0,RED,0.0,Dqbo,Depth World Championship,Depth Competition,2023-09-16,2023,9,1,1
49,Adrian Bader,GER,33,M,1,CNF,0,40.0,40.0,WHITE,40.0,Ok,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-07,2021,10,1,1
50,Adrian Bader,GER,33,M,1,CNF,0,43.0,43.0,YELLOW,42.0,No tag,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-10,2021,10,2,2
51,Adrian Bader,GER,33,M,1,CNF,0,45.0,45.0,WHITE,45.0,Ok,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-12,2021,10,3,3
52,Adrian Bader,GER,33,M,1,FIM,3,51.0,51.0,RED,0.0,Dqsp,Freedom Depth Games 2021 AIDA,Depth Competition,2021-10-15,2021,10,4,1
53,Adrian Bader,GER,33,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-15,2021,11,5,2
54,Adrian Bader,GER,33,M,1,FIM,3,60.0,60.0,WHITE,60.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-16,2021,11,6,3
55,Adrian Bader,GER,33,M,1,FIM,3,62.0,57.0,YELLOW,51.0,"Rpap,no tag",AIDA Freediving World CUP,Depth Competition,2021-11-18,2021,11,7,4
56,Adrian Bader,GER,33,M,1,CWTB,2,45.0,45.0,WHITE,45.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-19,2021,11,8,1
57,Adrian Bader,GER,33,M,1,FIM,3,63.0,63.0,WHITE,63.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-22,2021,11,9,5
58,Adrian Bader,GER,33,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,FREEDOM DEPTH COMPETITION AIDA 2023,Depth Competition,2023-10-05,2023,10,10,6
59,Adrian Bader,GER,33,M,1,FIM,3,60.0,60.0,WHITE,60.0,Ok,FREEDOM DEPTH COMPETITION AIDA 2023,Depth Competition,2023-10-07,2023,10,11,7
60,Adrian Bader,GER,33,M,1,FIM,3,65.0,65.0,WHITE,65.0,Ok,FREEDOM DEPTH COMPETITION AIDA 2023,Depth Competition,2023-10-09,2023,10,12,8
61,Adrien Zorzi,CHE,15,M,1,CWTB,2,52.0,52.0,WHITE,52.0,Ok,AIDA Swiss Freediving Championship 2023 - Depth Competition,Depth Competition,2023-09-16,2023,9,1,1
62,Adrien Zorzi,CHE,15,M,1,CNF,0,33.0,32.0,YELLOW,30.0,"No tag,under ap",AIDA Swiss Freediving Championship 2023 - Depth Competition,Depth Competition,2023-09-16,2023,9,2,1
63,Adryen Barreyat,FRA,31,M,1,CNF,0,42.0,42.0,RED,0.0,Dqbo-surface,AIDA NICE ABYSS CONTEST 2022,Depth Competition,2022-06-25,2022,6,1,1
64,Adryen Barreyat,FRA,31,M,1,FIM,3,50.0,50.0,WHITE,50.0,Ok,Depth World Championship,Depth Competition,2024-06-22,2024,6,2,1
65,Adryen Barreyat,FRA,31,M,1,FIM,3,54.0,54.0,WHITE,54.0,Ok,Depth World Championship,Depth Competition,2024-06-23,2024,6,3,2
66,Agata Załęcka,POL,72,F,0,CWTB,2,62.0,62.0,WHITE,62.0,Ok,Depth World Championship,Depth Competition,2022-08-17,2022,8,1,1
67,Agata Załęcka,POL,72,F,0,FIM,3,60.0,60.0,WHITE,60.0,Ok,Depth World Championship,Depth Competition,2022-08-19,2022,8,2,1
68,Agata Załęcka,POL,72,F,0,CNF,0,50.0,50.0,WHITE,50.0,Ok,Depth World Championship,Depth Competition,2022-08-21,2022,8,3,1
69,Agata Załęcka,POL,72,F,0,CWT,1,60.0,60.0,WHITE,60.0,Ok,Depth World Championship,Depth Competition,2022-08-23,2022,8,4,1
70,Agnieszka Kalska,POL,72,F,0,CWTB,2,55.0,55.0,WHITE,55.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-05-11,2021,5,1,1
71,Agostino Maria Luca Coppola,AUS,6,M,1,FIM,3,61.0,61.0,WHITE,61.0,Ok,AIDA Dahab Championship  2nd,Depth Competition,2019-09-02,2019,9,1,1
72,Ahmad Soliman,EGY,27,M,1,FIM,3,35.0,35.0,WHITE,35.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,2020,10,1,1
73,Ahmed Abdulla,BRN,12,M,1,FIM,3,46.0,44.0,YELLOW,41.0,"Rpap,no tag",Apnea Pirates AIDA Cup - July 2023,Mixed Competition,2023-07-30,2023,7,1,1
74,Ahmed Abdulla,BRN,12,M,1,CWT,1,41.0,41.0,WHITE,41.0,Ok,Apnea Pirates AIDA Cup - July 2023,Mixed Competition,2023-07-30,2023,7,2,1
75,Ahmed Abdulla,BRN,12,M,1,FIM,3,46.0,46.0,WHITE,46.0,Ok,Apnea Pirates AIDA Cup - October 2023,Mixed Competition,2023-10-07,2023,10,3,2
76,Ahmed Abdulla,BRN,12,M,1,CWT,1,42.0,42.0,WHITE,42.0,Ok,Apnea Pirates AIDA Cup - October 2023,Mixed Competition,2023-10-07,2023,10,4,2
77,Ahmed Aggag,EGY,27,M,1,CNF,0,55.0,55.0,WHITE,55.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,2020,10,1,1
78,Ahmed Almansoor,UAE,88,M,1,FIM,3,50.0,50.0,WHITE,50.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-15,2021,11,1,1
79,Ahmed Almansoor,UAE,88,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-16,2021,11,2,2
80,Ahmed Almansoor,UAE,88,M,1,FIM,3,57.0,57.0,WHITE,57.0,Ok,AIDA Freediving World CUP,Depth Competition,2021-11-18,2021,11,3,3
81,Ahmed Almansoor,UAE,88,M,1,FIM,3,61.0,53.0,YELLOW,44.0,"Rpap,no tag",AIDA Freediving World CUP,Depth Competition,2021-11-19,2021,11,4,4
82,Ahmed Almansoor,UAE,88,M,1,FIM,3,60.0,34.0,YELLOW,7.0,"Rpap,no tag",AIDA Freediving World CUP,Depth Competition,2021-11-22,2021,11,5,5
83,Ahmed Almansoor,UAE,88,M,1,FIM,3,63.0,63.0,RED,0.0,"Dqsp,dqairways",AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-02,2022,8,6,6
84,Ahmed Almansoor,UAE,88,M,1,FIM,3,61.0,61.0,WHITE,61.0,Ok,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-05,2022,8,7,7
85,Ahmed Almansoor,UAE,88,M,1,CWTB,2,55.0,55.0,WHITE,55.0,Ok,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-06,2022,8,8,1
86,Ahmed Almansoor,UAE,88,M,1,FIM,3,66.0,66.0,WHITE,66.0,Ok,AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-08,2022,8,9,8
87,Ahmed Almansoor,UAE,88,M,1,FIM,3,70.0,70.0,RED,0.0,"Dqsp,dqairways",AIDA Freediving World CUP - AUGUST 2022,Depth Competition,2022-08-09,2022,8,10,9
88,Ahmed Almansoor,UAE,88,M,1,CWT,1,55.0,55.0,WHITE,55.0,Ok,Apnea Pirates AIDA Cup - July 2023,Mixed Competition,2023-07-29,2023,7,11,1
89,Ahmed Almansoor,UAE,88,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,Apnea Pirates AIDA Cup - July 2023,Mixed Competition,2023-07-30,2023,7,12,10
90,Ahmed Attia,EGY,27,M,1,FIM,3,40.0,40.0,WHITE,40.0,Ok,AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-23,2022,10,1,1
91,Ahmed Attia,EGY,27,M,1,FIM,3,42.0,37.0,YELLOW,31.0,"No tag,under ap",AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-24,2022,10,2,2
92,Ahmed Attia,EGY,27,M,1,FIM,3,42.0,42.0,RED,0.0,"Dqother,dqairways,dqbo-surface",AIDA Freediving World CUP - OCTOBER 2022,Depth Competition,2022-10-26,2022,10,3,3
93,Ahmed Bashkarwi,BRN,12,M,1,CWTB,2,30.0,30.0,WHITE,30.0,Ok,Apnea Pirates AIDA Cup - December 2023,Mixed Competition,2023-12-09,2023,12,1,1
94,Ahmed Bashkarwi,BRN,12,M,1,CNF,0,26.0,26.0,WHITE,26.0,Ok,Apnea Pirates AIDA Cup - December 2023,Mixed Competition,2023-12-10,2023,12,2,1
95,Ahmed Sayed,EGY,27,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,AIDA Dahab Apnea October competition,Depth Competition,2020-10-18,2020,10,1,1
96,Ahmed Wahba,EGY,27,M,1,CWTB,2,53.0,53.0,WHITE,53.0,Ok,AIDA (Dahab Championship),Mixed Competition,2019-04-25,2019,4,1,1
97,Ahmed Wahba,EGY,27,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,Depth World Championship,Depth Competition,2021-10-06,2021,10,2,1
98,Ahmed Wahba,EGY,27,M,1,FIM,3,60.0,60.0,WHITE,60.0,Ok,Depth World Championship,Depth Competition,2021-10-07,2021,10,3,2
99,Ahmed Wahba,EGY,27,M,1,FIM,3,70.0,70.0,WHITE,70.0,Ok,Depth World Championship,Depth Competition,2021-10-09,2021,10,4,3
100,Ahn Mihwa,KOR,51,F,0,CWTB,2,40.0,19.0,YELLOW,0.0,"No tag,under ap",AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 9th,Depth Competition,2024-04-25,2024,4,1,1
101,Ahn Mihwa,KOR,51,F,0,CWTB,2,45.0,38.0,YELLOW,30.0,No tag,AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 9th,Depth Competition,2024-04-26,2024,4,2,2
102,Ahn Mihwa,KOR,51,F,0,CWTB,2,45.0,45.0,RED,0.0,"Turn,no tag,dqsp",AIDA DOUBLE K DEEP CHALLANGE (CEBU IDA) 9th,Depth Competition,2024-04-28,2024,4,3,3
103,Ahra Lee,KOR,51,F,0,CWTB,2,41.0,24.0,YELLOW,6.0,"No tag,under ap",7th Korea Cup Series AIDA Depth Competition,Depth Competition,2023-11-04,2023,11,1,1
104,Ahra Lee,KOR,51,F,0,CWTB,2,41.0,34.0,YELLOW,26.0,No tag,7th Korea Cup Series AIDA Depth Competition,Depth Competition,2023-11-05,2023,11,2,2
105,Ahra Lee,KOR,51,F,0,CWT,1,40.0,40.0,WHITE,40.0,Ok,AIDA Jeju Depth Games 2024,Depth Competition,2024-09-28,2024,9,3,1
106,Ahreum Moon,KOR,51,F,0,FIM,3,42.0,42.0,WHITE,42.0,Ok,SuperHOME CUP 2019 Freediving Competition,Depth Competition,2019-05-10,2019,5,1,1
107,Ahreum Moon,KOR,51,F,0,CWT,1,50.0,50.0,WHITE,50.0,Ok,AIDA Dahab Championship  2nd,Depth Competition,2019-09-02,2019,9,2,1
108,Ai Kadoike,JPN,48,F,0,FIM,3,24.0,24.0,WHITE,24.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-06,2022,10,1,1
109,Ai Kadoike,JPN,48,F,0,CWTB,2,25.0,25.0,WHITE,25.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-09,2022,10,2,1
110,Ai Kadoike,JPN,48,F,0,CWT,1,27.0,27.0,WHITE,27.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-12,2022,10,3,1
111,Ai Kadoike,JPN,48,F,0,CWT,1,28.0,28.0,WHITE,28.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-13,2022,10,4,2
112,Ai Kadoike,JPN,48,F,0,CWT,1,31.0,31.0,WHITE,31.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-15,2022,10,5,3
113,Aidan Buckle,CAN,14,M,1,CNF,0,61.0,61.0,YELLOW,56.0,Grab,13TH AIDA PANGLAO DEPTH GAMES August 2023,Depth Competition,2023-08-21,2023,8,1,1
114,Aidan Buckle,CAN,14,M,1,CWT,1,71.0,71.0,WHITE,71.0,Ok,13TH AIDA PANGLAO DEPTH GAMES August 2023,Depth Competition,2023-08-22,2023,8,2,1
115,Aidan Buckle,CAN,14,M,1,CNF,0,61.0,61.0,WHITE,61.0,Ok,13TH AIDA PANGLAO DEPTH GAMES August 2023,Depth Competition,2023-08-24,2023,8,3,2
116,Aidan Buckle,CAN,14,M,1,CWT,1,86.0,86.0,WHITE,86.0,Ok,13TH AIDA PANGLAO DEPTH GAMES August 2023,Depth Competition,2023-08-25,2023,8,4,2
117,Aidan Buckle,CAN,14,M,1,CWTB,2,92.0,92.0,RED,0.0,Dqsp,AIDA Asian Freediving Cup 2024,Depth Competition,2024-05-28,2024,5,5,1
118,Aidan Buckle,CAN,14,M,1,CWTB,2,92.0,92.0,WHITE,92.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-05-30,2024,5,6,2
119,Aidan Buckle,CAN,14,M,1,CNF,0,66.0,66.0,WHITE,66.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-06-02,2024,6,7,3
120,Aidan Buckle,CAN,14,M,1,FIM,3,80.0,80.0,WHITE,80.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-06-04,2024,6,8,1
121,Aidar Kamalov,AIN,0,M,1,FIM,3,55.0,55.0,WHITE,55.0,Ok,AIDA OCEANQUEST PHILIPPINES,Depth Competition,2023-05-24,2023,5,1,1
122,Aidar Kamalov,AIN,0,M,1,CWT,1,55.0,55.0,WHITE,55.0,Ok,AIDA OCEANQUEST PHILIPPINES,Depth Competition,2023-05-26,2023,5,2,1
123,Aki Shimoyama,JPN,48,F,0,CWT,1,55.0,47.0,YELLOW,38.0,"No tag,rp<ap",AIDA Depth World Championship 2019,World Championship,2019-09-12,2019,9,1,1
124,Aki Shimoyama,JPN,48,F,0,FIM,3,52.0,47.0,YELLOW,41.0,"No tag,rp<ap",AIDA Depth World Championship 2019,World Championship,2019-09-14,2019,9,2,1
125,Aki Shimoyama,JPN,48,F,0,CNF,0,40.0,30.0,YELLOW,19.0,No tag,AIDA The11th Yebis cup by team MUGEN,Depth Competition,2022-09-24,2022,9,3,1
126,Aki Shimoyama,JPN,48,F,0,CNF,0,40.0,24.0,YELLOW,7.0,No tag,AIDA The12th Yebis cup by team MUGEN,Depth Competition,2022-09-25,2022,9,4,2
127,Aki Shimoyama,JPN,48,F,0,CWTB,2,50.0,50.0,WHITE,50.0,Ok,Depth World Championship,Depth Competition,2023-09-23,2023,9,5,1
128,Aki Shimoyama,JPN,48,F,0,FIM,3,51.0,46.0,YELLOW,40.0,"UNDER AP,no tag",Depth World Championship,Depth Competition,2023-09-26,2023,9,6,2
129,Aki Shimoyama,JPN,48,F,0,CWT,1,51.0,51.0,WHITE,51.0,Ok,Depth World Championship,Depth Competition,2023-09-28,2023,9,7,2
130,Aki Shimoyama,JPN,48,F,0,FIM,3,45.0,4.0,YELLOW,0.0,"Lanyard,no tag,under ap",FREEDOM DEPTH COMPETITION AIDA 2023,Depth Competition,2023-10-06,2023,10,8,3
131,Aki Shimoyama,JPN,48,F,0,CNF,0,40.0,40.0,WHITE,40.0,Ok,FREEDOM DEPTH COMPETITION AIDA 2023,Depth Competition,2023-10-09,2023,10,9,3
132,Aki Shimoyama,JPN,48,F,0,CNF,0,45.0,38.0,YELLOW,30.0,"UNDER AP,no tag",FREEDOM DEPTH COMPETITION AIDA 2023,Depth Competition,2023-10-12,2023,10,10,4
133,Aki Shimoyama,JPN,48,F,0,CWT,1,57.0,57.0,WHITE,57.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-05-27,2024,5,11,3
134,Aki Shimoyama,JPN,48,F,0,CNF,0,45.0,38.0,YELLOW,30.0,"No tag,under ap",AIDA Asian Freediving Cup 2024,Depth Competition,2024-05-29,2024,5,12,5
135,Aki Shimoyama,JPN,48,F,0,CWTB,2,60.0,53.0,YELLOW,45.0,"No tag,under ap",AIDA Asian Freediving Cup 2024,Depth Competition,2024-06-01,2024,6,13,2
136,Aki Shimoyama,JPN,48,F,0,CWTB,2,60.0,60.0,WHITE,60.0,Ok,AIDA Asian Freediving Cup 2024,Depth Competition,2024-06-03,2024,6,14,3
137,Alasdair Boyd,USA,91,M,1,CWTB,2,43.0,43.0,WHITE,43.0,Ok,AIDA PANGLAO DEPTH GAMES,Depth Competition,2022-08-14,2022,8,1,1
138,Alejandro Lemus,MEX,62,M,1,CWTB,2,78.0,78.0,WHITE,78.0,Ok,AIDA CWTB Challenge Lemus Underwater School 2021,Depth Competition,2021-01-26,2021,1,1,1
139,Alejandro Lemus,MEX,62,M,1,CWTB,2,81.0,63.0,YELLOW,44.0,"Turn,no tag,rp<ap",AIDA CWTB Challenge Lemus Underwater School 2021,Depth Competition,2021-01-27,2021,1,2,2
140,Alejandro Lemus,MEX,62,M,1,CWTB,2,93.0,93.0,RED,0.0,"Dqairways,dqtouch,dqbo-surface",AIDA XIBALBA  2021,Depth Competition,2021-04-02,2021,4,3,3
141,Alejandro Lemus,MEX,62,M,1,CWT,1,93.0,93.0,WHITE,93.0,Ok,AIDA XIBALBA  2021,Depth Competition,2021-04-04,2021,4,4,1
142,Alejandro Lemus,MEX,62,M,1,CWTB,2,90.0,90.0,WHITE,90.0,Ok,AIDA XIBALBA  2021,Depth Competition,2021-04-05,2021,4,5,4
143,Alejandro Lemus,MEX,62,M,1,CWTB,2,93.0,75.0,YELLOW,56.0,"No tag,rp<ap",AIDA XIBALBA  2021,Depth Competition,2021-04-06,2021,4,6,5
144,Alejandro Lemus,MEX,62,M,1,CWTB,2,81.0,57.0,YELLOW,32.0,"No tag,under ap",AIDA XIBALBÁ 2022,Depth Competition,2022-04-03,2022,4,7,6
145,Alejandro Lemus,MEX,62,M,1,CWTB,2,80.0,80.0,WHITE,80.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-06,2022,10,8,7
146,Alejandro Lemus,MEX,62,M,1,CWTB,2,88.0,78.0,YELLOW,67.0,No tag,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-08,2022,10,9,8
147,Alejandro Lemus,MEX,62,M,1,CWTB,2,85.0,58.0,YELLOW,30.0,"No tag,under ap",Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-09,2022,10,10,9
148,Alejandro Lemus,MEX,62,M,1,CWTB,2,85.0,85.0,WHITE,85.0,Ok,Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-12,2022,10,11,10
149,Alejandro Lemus,MEX,62,M,1,CWTB,2,92.0,61.0,YELLOW,29.0,"No tag,under ap",Freedom Depth Games 2022 AIDA a Freediving World Series event,Depth Competition,2022-10-15,2022,10,12,11
150,Alejandro Lemus,MEX,62,M,1,CWT,1,80.0,80.0,WHITE,80.0,Ok,AIDA XIBALBA 2023,Depth Competition,2023-04-26,2023,4,13,2
151,Alejandro Lemus,MEX,62,M,1,CWT,1,90.0,90.0,WHITE,90.0,Ok,AIDA XIBALBA 2023,Depth Competition,2023-04-27,2023,4,14,3
